Year,Nivel,Género,GeoCode,Value
2018,Titulado estudios superiores no universitarios,,860712,180
2018,Titulado estudios superiores no universitarios,,860713,154
2018,Titulado estudios superiores no universitarios,,860714,142
2018,Titulado estudios superiores no universitarios,,860715,240
2018,Titulado estudios superiores no universitarios,,860716,106
2018,Titulado estudios superiores no universitarios,,860717,82
2018,Titulado estudios superiores no universitarios,,860718,62
2018,Titulado estudios superiores no universitarios,,860719,89
2018,Titulado estudios superiores no universitarios,,860720,90
2018,Titulado estudios superiores no universitarios,,860721,116
2018,Titulado estudios superiores no universitarios,,860722,42
2018,Titulado estudios superiores no universitarios,,860723,63
2018,Titulado estudios superiores no universitarios,,860724,71
2018,Titulado estudios superiores no universitarios,,860725,155
2018,Titulado estudios superiores no universitarios,,860726,119
2018,Titulado estudios superiores no universitarios,,860727,138
2018,Titulado estudios superiores no universitarios,,860728,100
2018,Titulado estudios superiores no universitarios,,860729,186
2018,Titulado estudios superiores no universitarios,,860730,37
2018,Titulado estudios superiores no universitarios,,860731,32
2018,Titulado estudios superiores no universitarios,,860732,119
2018,Titulado estudios superiores no universitarios,,860733,95
2018,Titulado estudios superiores no universitarios,,860734,90
2018,Titulado estudios superiores no universitarios,,860735,96
2018,Titulado estudios superiores no universitarios,,860736,283
2018,Titulado estudios superiores no universitarios,,860737,337
2018,Titulado estudios superiores no universitarios,,860738,175
2018,Titulado estudios superiores no universitarios,,860739,160
2018,Titulado estudios superiores no universitarios,,860740,109
2018,Titulado estudios superiores no universitarios,,860741,63
2018,Titulado estudios superiores no universitarios,,860742,50
2018,Titulado estudios superiores no universitarios,,860743,12
2018,Titulado estudios superiores no universitarios,,860744,189
2018,Titulado estudios superiores no universitarios,,860745,63
2018,Titulado estudios superiores no universitarios,,860746,101
2018,Titulado estudios superiores no universitarios,,860747,224
2018,Titulado estudios superiores no universitarios,,860748,288
2018,Titulado estudios superiores no universitarios,,860749,114
2018,Titulado estudios superiores no universitarios,,860750,478
2018,Titulado estudios superiores no universitarios,,860751,137
2018,Titulado estudios superiores no universitarios,,860752,28
2018,Titulado estudios superiores no universitarios,,860753,109
2018,Titulado estudios superiores no universitarios,,860754,122
2018,Titulado estudios superiores no universitarios,,860755,94
2018,Titulado estudios superiores no universitarios,,860756,177
2018,Titulado estudios superiores no universitarios,,860757,138
2018,Titulado estudios superiores no universitarios,,860758,559
2018,Titulado estudios superiores no universitarios,,860759,128
2018,Titulado estudios superiores no universitarios,,860760,63
2018,Titulado estudios superiores no universitarios,,860761,126
2018,Titulado estudios superiores no universitarios,,860762,4
2018,Titulado estudios superiores no universitarios,,860763,162
2018,Titulado estudios superiores no universitarios,,860764,22
2018,Titulado estudios superiores no universitarios,,860765,20
2018,Titulado estudios superiores no universitarios,,860766,115
2018,Titulado estudios superiores no universitarios,,860767,150
2018,Titulado estudios superiores no universitarios,,860768,183
2018,Titulado estudios superiores no universitarios,,860769,149
2018,Titulado estudios superiores no universitarios,,860770,70
2018,Titulado estudios superiores no universitarios,,860771,143
2018,Titulado estudios superiores no universitarios,,860772,7
2018,Titulado estudios superiores no universitarios,,860773,43
2018,Titulado estudios superiores no universitarios,,860774,105
2018,Titulado estudios superiores no universitarios,,860775,83
2018,Doctorado o Estudios postgraduados,,860645,1958
2018,Doctorado o Estudios postgraduados,,860646,3286
2018,Doctorado o Estudios postgraduados,,860647,1100
2018,Doctorado o Estudios postgraduados,,860648,1711
2018,Doctorado o Estudios postgraduados,,860649,2784
2018,Doctorado o Estudios postgraduados,,860650,604
2018,Doctorado o Estudios postgraduados,,860651,1556
2018,Doctorado o Estudios postgraduados,,860652,2626
2018,Doctorado o Estudios postgraduados,,860653,932
2018,Doctorado o Estudios postgraduados,,860654,1547
2018,Doctorado o Estudios postgraduados,,860655,1839
2018,Doctorado o Estudios postgraduados,,860656,1842
2018,Doctorado o Estudios postgraduados,,860657,30
2018,Doctorado o Estudios postgraduados,,860658,2372
2018,Doctorado o Estudios postgraduados,,860659,1210
2018,Doctorado o Estudios postgraduados,,860660,1762
2018,Doctorado o Estudios postgraduados,,860661,1829
2018,Doctorado o Estudios postgraduados,,860662,689
2018,Doctorado o Estudios postgraduados,,860663,1450
2018,Doctorado o Estudios postgraduados,,860664,1640
2018,Doctorado o Estudios postgraduados,,860665,2904
2018,Doctorado o Estudios postgraduados,,860666,1511
2018,Doctorado o Estudios postgraduados,,860667,3343
2018,Doctorado o Estudios postgraduados,,860668,1994
2018,Doctorado o Estudios postgraduados,,860669,1591
2018,Doctorado o Estudios postgraduados,,860670,1630
2018,Doctorado o Estudios postgraduados,,860671,2731
2018,Doctorado o Estudios postgraduados,,860672,1543
2018,Doctorado o Estudios postgraduados,,860673,2858
2018,Doctorado o Estudios postgraduados,,860674,2369
2018,Doctorado o Estudios postgraduados,,860675,1534
2018,Doctorado o Estudios postgraduados,,860676,1393
2018,Doctorado o Estudios postgraduados,,860677,2737
2018,Doctorado o Estudios postgraduados,,860678,1691
2018,Doctorado o Estudios postgraduados,,860679,907
2018,Doctorado o Estudios postgraduados,,860680,908
2018,Doctorado o Estudios postgraduados,,860681,970
2018,Doctorado o Estudios postgraduados,,860682,2334
2018,Doctorado o Estudios postgraduados,,860683,2398
2018,Doctorado o Estudios postgraduados,,860684,2434
2018,Doctorado o Estudios postgraduados,,860685,1952
2018,Doctorado o Estudios postgraduados,,860686,2696
2018,Doctorado o Estudios postgraduados,,860687,2153
2018,Doctorado o Estudios postgraduados,,860688,89
2018,Doctorado o Estudios postgraduados,,860689,327
2018,Doctorado o Estudios postgraduados,,860690,2266
2018,Doctorado o Estudios postgraduados,,860691,1777
2018,Doctorado o Estudios postgraduados,,860692,2595
2018,Doctorado o Estudios postgraduados,,860693,3103
2018,Doctorado o Estudios postgraduados,,860694,2674
2018,Doctorado o Estudios postgraduados,,860695,1243
2018,Doctorado o Estudios postgraduados,,860696,1013
2018,Doctorado o Estudios postgraduados,,860697,2354
2018,Doctorado o Estudios postgraduados,,860698,1886
2018,Doctorado o Estudios postgraduados,,860699,1327
2018,Doctorado o Estudios postgraduados,,860700,619
2018,Doctorado o Estudios postgraduados,,860701,250
2018,Doctorado o Estudios postgraduados,,860702,2061
2018,Doctorado o Estudios postgraduados,,860703,378
2018,Doctorado o Estudios postgraduados,,860704,1220
2018,Doctorado o Estudios postgraduados,,860705,789
2018,Doctorado o Estudios postgraduados,,860706,1342
2018,Doctorado o Estudios postgraduados,,860707,468
2018,Doctorado o Estudios postgraduados,,860708,165
2018,Doctorado o Estudios postgraduados,,860709,872
2018,Doctorado o Estudios postgraduados,,860710,592
2018,Doctorado o Estudios postgraduados,,860711,670
2018,Doctorado o Estudios postgraduados,,860712,729
2018,Doctorado o Estudios postgraduados,,860713,643
2018,Doctorado o Estudios postgraduados,,860714,406
2018,Doctorado o Estudios postgraduados,,860715,806
2018,Doctorado o Estudios postgraduados,,860716,396
2018,Doctorado o Estudios postgraduados,,860717,223
2018,Doctorado o Estudios postgraduados,,860718,169
2018,Doctorado o Estudios postgraduados,,860719,257
2018,Doctorado o Estudios postgraduados,,860720,290
2018,Doctorado o Estudios postgraduados,,860721,415
2018,Doctorado o Estudios postgraduados,,860722,155
2018,Doctorado o Estudios postgraduados,,860723,128
2018,Doctorado o Estudios postgraduados,,860724,201
2018,Doctorado o Estudios postgraduados,,860725,443
2018,Doctorado o Estudios postgraduados,,860726,585
2018,Doctorado o Estudios postgraduados,,860727,444
2018,Doctorado o Estudios postgraduados,,860728,231
2018,Doctorado o Estudios postgraduados,,860729,636
2018,Doctorado o Estudios postgraduados,,860730,211
2018,Doctorado o Estudios postgraduados,,860731,238
2018,Doctorado o Estudios postgraduados,,860732,961
2018,Doctorado o Estudios postgraduados,,860733,569
2018,Doctorado o Estudios postgraduados,,860734,281
2018,Doctorado o Estudios postgraduados,,860735,357
2018,Doctorado o Estudios postgraduados,,860736,1162
2018,Doctorado o Estudios postgraduados,,860737,1315
2018,Doctorado o Estudios postgraduados,,860738,802
2018,Doctorado o Estudios postgraduados,,860739,946
2018,Doctorado o Estudios postgraduados,,860740,890
2018,Doctorado o Estudios postgraduados,,860741,1038
2018,Doctorado o Estudios postgraduados,,860742,535
2018,Doctorado o Estudios postgraduados,,860743,146
2018,Doctorado o Estudios postgraduados,,860744,1802
2018,Doctorado o Estudios postgraduados,,860745,525
2018,Doctorado o Estudios postgraduados,,860746,1294
2018,Doctorado o Estudios postgraduados,,860747,1560
2018,Doctorado o Estudios postgraduados,,860748,1458
2018,Doctorado o Estudios postgraduados,,860749,525
2018,Doctorado o Estudios postgraduados,,860750,3451
2018,Doctorado o Estudios postgraduados,,860751,362
2018,Doctorado o Estudios postgraduados,,860752,70
2018,Doctorado o Estudios postgraduados,,860753,216
2018,Doctorado o Estudios postgraduados,,860754,414
2018,Doctorado o Estudios postgraduados,,860755,353
2018,Doctorado o Estudios postgraduados,,860756,326
2018,Doctorado o Estudios postgraduados,,860757,542
2018,Doctorado o Estudios postgraduados,,860758,1395
2018,Doctorado o Estudios postgraduados,,860759,274
2018,Doctorado o Estudios postgraduados,,860760,437
2018,Doctorado o Estudios postgraduados,,860761,475
2018,Doctorado o Estudios postgraduados,,860762,29
2018,Doctorado o Estudios postgraduados,,860763,713
2018,Doctorado o Estudios postgraduados,,860764,98
2018,Doctorado o Estudios postgraduados,,860765,56
2018,Doctorado o Estudios postgraduados,,860766,327
2018,Doctorado o Estudios postgraduados,,860767,933
2018,Doctorado o Estudios postgraduados,,860768,663
2018,Doctorado o Estudios postgraduados,,860769,526
2018,Doctorado o Estudios postgraduados,,860770,666
2018,Doctorado o Estudios postgraduados,,860771,946
2018,Doctorado o Estudios postgraduados,,860772,11
2018,Doctorado o Estudios postgraduados,,860773,117
2018,Doctorado o Estudios postgraduados,,860774,400
2018,Doctorado o Estudios postgraduados,,860775,478
2018,Desconocido y No consta,,860645,16
2018,Desconocido y No consta,,860646,39
2018,Desconocido y No consta,,860647,2
2018,Desconocido y No consta,,860648,12
2018,Desconocido y No consta,,860649,27
2018,Desconocido y No consta,,860650,5
2018,Desconocido y No consta,,860651,34
2018,Desconocido y No consta,,860652,75
2018,Desconocido y No consta,,860653,17
2018,Desconocido y No consta,,860654,5
2018,Desconocido y No consta,,860655,17
2018,Desconocido y No consta,,860656,19
2018,Desconocido y No consta,,860657,0
2018,Desconocido y No consta,,860658,39
2018,Desconocido y No consta,,860659,21
2018,Desconocido y No consta,,860660,22
2018,Desconocido y No consta,,860661,28
2018,Desconocido y No consta,,860662,10
2018,Desconocido y No consta,,860663,22
2018,Desconocido y No consta,,860664,15
2018,Desconocido y No consta,,860665,40
2018,Desconocido y No consta,,860666,20
2018,Desconocido y No consta,,860667,38
2018,Desconocido y No consta,,860668,34
2018,Desconocido y No consta,,860669,35
2018,Desconocido y No consta,,860670,64
2018,Desconocido y No consta,,860671,85
2018,Desconocido y No consta,,860672,53
2018,Desconocido y No consta,,860673,80
2018,Desconocido y No consta,,860674,39
2018,Desconocido y No consta,,860675,30
2018,Desconocido y No consta,,860676,40
2018,Desconocido y No consta,,860677,86
2018,Desconocido y No consta,,860678,26
2018,Desconocido y No consta,,860679,11
2018,Desconocido y No consta,,860680,25
2018,Desconocido y No consta,,860681,29
2018,Desconocido y No consta,,860682,30
2018,Desconocido y No consta,,860683,31
2018,Desconocido y No consta,,860684,31
2018,Desconocido y No consta,,860685,40
2018,Desconocido y No consta,,860686,24
2018,Desconocido y No consta,,860687,33
2018,Desconocido y No consta,,860688,0
2018,Desconocido y No consta,,860689,3
2018,Desconocido y No consta,,860690,19
2018,Desconocido y No consta,,860691,42
2018,Desconocido y No consta,,860692,22
2018,Desconocido y No consta,,860693,32
2018,Desconocido y No consta,,860694,23
2018,Desconocido y No consta,,860695,2
2018,Desconocido y No consta,,860696,16
2018,Desconocido y No consta,,860697,53
2018,Desconocido y No consta,,860698,37
2018,Desconocido y No consta,,860699,49
2018,Desconocido y No consta,,860700,2
2018,Desconocido y No consta,,860701,1
2018,Desconocido y No consta,,860702,41
2018,Desconocido y No consta,,860703,26
2018,Desconocido y No consta,,860704,50
2018,Desconocido y No consta,,860705,30
2018,Desconocido y No consta,,860706,116
2018,Desconocido y No consta,,860707,21
2018,Desconocido y No consta,,860708,0
2018,Desconocido y No consta,,860709,60
2018,Desconocido y No consta,,860710,26
2018,Desconocido y No consta,,860711,25
2018,Desconocido y No consta,,860712,68
2018,Desconocido y No consta,,860713,78
2018,Desconocido y No consta,,860714,24
2018,Desconocido y No consta,,860715,25
2018,Desconocido y No consta,,860716,78
2018,Desconocido y No consta,,860717,18
2018,Desconocido y No consta,,860718,5
2018,Desconocido y No consta,,860719,4
2018,Desconocido y No consta,,860720,8
2018,Desconocido y No consta,,860721,18
2018,Desconocido y No consta,,860722,6
2018,Desconocido y No consta,,860723,11
2018,Desconocido y No consta,,860724,23
2018,Desconocido y No consta,,860725,21
2018,Desconocido y No consta,,860726,45
2018,Desconocido y No consta,,860727,36
2018,Desconocido y No consta,,860728,50
2018,Desconocido y No consta,,860729,46
2018,Desconocido y No consta,,860730,10
2018,Desconocido y No consta,,860731,0
2018,Desconocido y No consta,,860732,23
2018,Desconocido y No consta,,860733,32
2018,Desconocido y No consta,,860734,23
2018,Desconocido y No consta,,860735,15
2018,Desconocido y No consta,,860736,82
2018,Desconocido y No consta,,860737,51
2018,Desconocido y No consta,,860738,41
2018,Desconocido y No consta,,860739,54
2018,Desconocido y No consta,,860740,23
2018,Desconocido y No consta,,860741,19
2018,Desconocido y No consta,,860742,9
2018,Desconocido y No consta,,860743,5
2018,Desconocido y No consta,,860744,38
2018,Desconocido y No consta,,860745,6
2018,Desconocido y No consta,,860746,10
2018,Desconocido y No consta,,860747,38
2018,Desconocido y No consta,,860748,31
2018,Desconocido y No consta,,860749,19
2018,Desconocido y No consta,,860750,13
2018,Desconocido y No consta,,860751,47
2018,Desconocido y No consta,,860752,10
2018,Desconocido y No consta,,860753,7
2018,Desconocido y No consta,,860754,31
2018,Desconocido y No consta,,860755,40
2018,Desconocido y No consta,,860756,14
2018,Desconocido y No consta,,860757,13
2018,Desconocido y No consta,,860758,0
2018,Desconocido y No consta,,860759,4
2018,Desconocido y No consta,,860760,1
2018,Desconocido y No consta,,860761,0
2018,Desconocido y No consta,,860762,0
2018,Desconocido y No consta,,860763,17
2018,Desconocido y No consta,,860764,16
2018,Desconocido y No consta,,860765,8
2018,Desconocido y No consta,,860766,23
2018,Desconocido y No consta,,860767,10
2018,Desconocido y No consta,,860768,12
2018,Desconocido y No consta,,860769,27
2018,Desconocido y No consta,,860770,14
2018,Desconocido y No consta,,860771,15
2018,Desconocido y No consta,,860772,2
2018,Desconocido y No consta,,860773,3
2018,Desconocido y No consta,,860774,2
2018,Desconocido y No consta,,860775,0
2018,No sabe leer ni escribir,Hombres,860645,20
2018,No sabe leer ni escribir,Hombres,860646,51
2018,No sabe leer ni escribir,Hombres,860647,4
2018,No sabe leer ni escribir,Hombres,860648,7
2018,No sabe leer ni escribir,Hombres,860649,12
2018,No sabe leer ni escribir,Hombres,860650,6
2018,No sabe leer ni escribir,Hombres,860651,8
2018,No sabe leer ni escribir,Hombres,860652,20
2018,No sabe leer ni escribir,Hombres,860653,8
2018,No sabe leer ni escribir,Hombres,860654,1
2018,No sabe leer ni escribir,Hombres,860655,16
2018,No sabe leer ni escribir,Hombres,860656,11
2018,No sabe leer ni escribir,Hombres,860657,1
2018,No sabe leer ni escribir,Hombres,860658,22
2018,No sabe leer ni escribir,Hombres,860659,7
2018,No sabe leer ni escribir,Hombres,860660,10
2018,No sabe leer ni escribir,Hombres,860661,10
2018,No sabe leer ni escribir,Hombres,860662,5
2018,No sabe leer ni escribir,Hombres,860663,11
2018,No sabe leer ni escribir,Hombres,860664,4
2018,No sabe leer ni escribir,Hombres,860665,14
2018,No sabe leer ni escribir,Hombres,860666,11
2018,No sabe leer ni escribir,Hombres,860667,18
2018,No sabe leer ni escribir,Hombres,860668,11
2018,No sabe leer ni escribir,Hombres,860669,6
2018,No sabe leer ni escribir,Hombres,860670,14
2018,No sabe leer ni escribir,Hombres,860671,16
2018,No sabe leer ni escribir,Hombres,860672,9
2018,No sabe leer ni escribir,Hombres,860673,9
2018,No sabe leer ni escribir,Hombres,860674,9
2018,No sabe leer ni escribir,Hombres,860675,11
2018,No sabe leer ni escribir,Hombres,860676,19
2018,No sabe leer ni escribir,Hombres,860677,34
2018,No sabe leer ni escribir,Hombres,860678,9
2018,No sabe leer ni escribir,Hombres,860679,34
2018,No sabe leer ni escribir,Hombres,860680,25
2018,No sabe leer ni escribir,Hombres,860681,25
2018,No sabe leer ni escribir,Hombres,860682,5
2018,No sabe leer ni escribir,Hombres,860683,4
2018,No sabe leer ni escribir,Hombres,860684,11
2018,No sabe leer ni escribir,Hombres,860685,12
2018,No sabe leer ni escribir,Hombres,860686,15
2018,No sabe leer ni escribir,Hombres,860687,7
2018,No sabe leer ni escribir,Hombres,860688,4
2018,No sabe leer ni escribir,Hombres,860689,1
2018,No sabe leer ni escribir,Hombres,860690,30
2018,No sabe leer ni escribir,Hombres,860691,35
2018,No sabe leer ni escribir,Hombres,860692,12
2018,No sabe leer ni escribir,Hombres,860693,44
2018,No sabe leer ni escribir,Hombres,860694,34
2018,No sabe leer ni escribir,Hombres,860695,11
2018,No sabe leer ni escribir,Hombres,860696,8
2018,No sabe leer ni escribir,Hombres,860697,9
2018,No sabe leer ni escribir,Hombres,860698,4
2018,No sabe leer ni escribir,Hombres,860699,17
2018,No sabe leer ni escribir,Hombres,860700,0
2018,No sabe leer ni escribir,Hombres,860701,1
2018,No sabe leer ni escribir,Hombres,860702,20
2018,No sabe leer ni escribir,Hombres,860703,37
2018,No sabe leer ni escribir,Hombres,860704,38
2018,No sabe leer ni escribir,Hombres,860705,41
2018,No sabe leer ni escribir,Hombres,860706,51
2018,No sabe leer ni escribir,Hombres,860707,18
2018,No sabe leer ni escribir,Hombres,860708,10
2018,No sabe leer ni escribir,Hombres,860709,61
2018,No sabe leer ni escribir,Hombres,860710,22
2018,No sabe leer ni escribir,Hombres,860711,34
2018,No sabe leer ni escribir,Hombres,860712,82
2018,No sabe leer ni escribir,Hombres,860713,49
2018,No sabe leer ni escribir,Hombres,860714,76
2018,No sabe leer ni escribir,Hombres,860715,39
2018,No sabe leer ni escribir,Hombres,860716,41
2018,No sabe leer ni escribir,Hombres,860717,80
2018,No sabe leer ni escribir,Hombres,860718,59
2018,No sabe leer ni escribir,Hombres,860719,42
2018,No sabe leer ni escribir,Hombres,860720,14
2018,No sabe leer ni escribir,Hombres,860721,28
2018,No sabe leer ni escribir,Hombres,860722,11
2018,No sabe leer ni escribir,Hombres,860723,32
2018,No sabe leer ni escribir,Hombres,860724,166
2018,No sabe leer ni escribir,Hombres,860725,67
2018,No sabe leer ni escribir,Hombres,860726,88
2018,No sabe leer ni escribir,Hombres,860727,129
2018,No sabe leer ni escribir,Hombres,860728,103
2018,No sabe leer ni escribir,Hombres,860729,97
2018,No sabe leer ni escribir,Hombres,860730,30
2018,No sabe leer ni escribir,Hombres,860731,8
2018,No sabe leer ni escribir,Hombres,860732,26
2018,No sabe leer ni escribir,Hombres,860733,48
2018,No sabe leer ni escribir,Hombres,860734,32
2018,No sabe leer ni escribir,Hombres,860735,26
2018,No sabe leer ni escribir,Hombres,860736,56
2018,No sabe leer ni escribir,Hombres,860737,74
2018,No sabe leer ni escribir,Hombres,860738,29
2018,No sabe leer ni escribir,Hombres,860739,15
2018,No sabe leer ni escribir,Hombres,860740,28
2018,No sabe leer ni escribir,Hombres,860741,7
2018,No sabe leer ni escribir,Hombres,860742,5
2018,No sabe leer ni escribir,Hombres,860743,0
2018,No sabe leer ni escribir,Hombres,860744,18
2018,No sabe leer ni escribir,Hombres,860745,4
2018,No sabe leer ni escribir,Hombres,860746,4
2018,No sabe leer ni escribir,Hombres,860747,33
2018,No sabe leer ni escribir,Hombres,860748,47
2018,No sabe leer ni escribir,Hombres,860749,30
2018,No sabe leer ni escribir,Hombres,860750,54
2018,No sabe leer ni escribir,Hombres,860751,126
2018,No sabe leer ni escribir,Hombres,860752,51
2018,No sabe leer ni escribir,Hombres,860753,23
2018,No sabe leer ni escribir,Hombres,860754,81
2018,No sabe leer ni escribir,Hombres,860755,49
2018,No sabe leer ni escribir,Hombres,860756,183
2018,No sabe leer ni escribir,Hombres,860757,49
2018,No sabe leer ni escribir,Hombres,860758,35
2018,No sabe leer ni escribir,Hombres,860759,118
2018,No sabe leer ni escribir,Hombres,860760,29
2018,No sabe leer ni escribir,Hombres,860761,0
2018,No sabe leer ni escribir,Hombres,860762,0
2018,No sabe leer ni escribir,Hombres,860763,48
2018,No sabe leer ni escribir,Hombres,860764,21
2018,No sabe leer ni escribir,Hombres,860765,25
2018,No sabe leer ni escribir,Hombres,860766,59
2018,No sabe leer ni escribir,Hombres,860767,17
2018,No sabe leer ni escribir,Hombres,860768,7
2018,No sabe leer ni escribir,Hombres,860769,56
2018,No sabe leer ni escribir,Hombres,860770,4
2018,No sabe leer ni escribir,Hombres,860771,10
2018,No sabe leer ni escribir,Hombres,860772,21
2018,No sabe leer ni escribir,Hombres,860773,21
2018,No sabe leer ni escribir,Hombres,860774,6
2018,No sabe leer ni escribir,Hombres,860775,2
2018,Sin estudios,Hombres,860645,199
2018,Sin estudios,Hombres,860646,728
2018,Sin estudios,Hombres,860647,55
2018,Sin estudios,Hombres,860648,70
2018,Sin estudios,Hombres,860649,223
2018,Sin estudios,Hombres,860650,45
2018,Sin estudios,Hombres,860651,119
2018,Sin estudios,Hombres,860652,195
2018,Sin estudios,Hombres,860653,194
2018,Sin estudios,Hombres,860654,63
2018,Sin estudios,Hombres,860655,144
2018,Sin estudios,Hombres,860656,211
2018,Sin estudios,Hombres,860657,4
2018,Sin estudios,Hombres,860658,170
2018,Sin estudios,Hombres,860659,106
2018,Sin estudios,Hombres,860660,81
2018,Sin estudios,Hombres,860661,94
2018,Sin estudios,Hombres,860662,25
2018,Sin estudios,Hombres,860663,28
2018,Sin estudios,Hombres,860664,22
2018,Sin estudios,Hombres,860665,98
2018,Sin estudios,Hombres,860666,109
2018,Sin estudios,Hombres,860667,175
2018,Sin estudios,Hombres,860668,52
2018,Sin estudios,Hombres,860669,38
2018,Sin estudios,Hombres,860670,30
2018,Sin estudios,Hombres,860671,132
2018,Sin estudios,Hombres,860672,63
2018,Sin estudios,Hombres,860673,75
2018,Sin estudios,Hombres,860674,44
2018,Sin estudios,Hombres,860675,49
2018,Sin estudios,Hombres,860676,266
2018,Sin estudios,Hombres,860677,166
2018,Sin estudios,Hombres,860678,85
2018,Sin estudios,Hombres,860679,354
2018,Sin estudios,Hombres,860680,354
2018,Sin estudios,Hombres,860681,250
2018,Sin estudios,Hombres,860682,98
2018,Sin estudios,Hombres,860683,94
2018,Sin estudios,Hombres,860684,94
2018,Sin estudios,Hombres,860685,50
2018,Sin estudios,Hombres,860686,82
2018,Sin estudios,Hombres,860687,43
2018,Sin estudios,Hombres,860688,40
2018,Sin estudios,Hombres,860689,6
2018,Sin estudios,Hombres,860690,516
2018,Sin estudios,Hombres,860691,648
2018,Sin estudios,Hombres,860692,143
2018,Sin estudios,Hombres,860693,519
2018,Sin estudios,Hombres,860694,104
2018,Sin estudios,Hombres,860695,72
2018,Sin estudios,Hombres,860696,86
2018,Sin estudios,Hombres,860697,90
2018,Sin estudios,Hombres,860698,58
2018,Sin estudios,Hombres,860699,272
2018,Sin estudios,Hombres,860700,7
2018,Sin estudios,Hombres,860701,2
2018,Sin estudios,Hombres,860702,110
2018,Sin estudios,Hombres,860703,338
2018,Sin estudios,Hombres,860704,613
2018,Sin estudios,Hombres,860705,628
2018,Sin estudios,Hombres,860706,1025
2018,Sin estudios,Hombres,860707,244
2018,Sin estudios,Hombres,860708,35
2018,Sin estudios,Hombres,860709,983
2018,Sin estudios,Hombres,860710,260
2018,Sin estudios,Hombres,860711,453
2018,Sin estudios,Hombres,860712,804
2018,Sin estudios,Hombres,860713,720
2018,Sin estudios,Hombres,860714,727
2018,Sin estudios,Hombres,860715,615
2018,Sin estudios,Hombres,860716,445
2018,Sin estudios,Hombres,860717,673
2018,Sin estudios,Hombres,860718,467
2018,Sin estudios,Hombres,860719,456
2018,Sin estudios,Hombres,860720,360
2018,Sin estudios,Hombres,860721,345
2018,Sin estudios,Hombres,860722,279
2018,Sin estudios,Hombres,860723,352
2018,Sin estudios,Hombres,860724,1436
2018,Sin estudios,Hombres,860725,878
2018,Sin estudios,Hombres,860726,765
2018,Sin estudios,Hombres,860727,1357
2018,Sin estudios,Hombres,860728,852
2018,Sin estudios,Hombres,860729,1086
2018,Sin estudios,Hombres,860730,184
2018,Sin estudios,Hombres,860731,53
2018,Sin estudios,Hombres,860732,283
2018,Sin estudios,Hombres,860733,282
2018,Sin estudios,Hombres,860734,287
2018,Sin estudios,Hombres,860735,249
2018,Sin estudios,Hombres,860736,588
2018,Sin estudios,Hombres,860737,875
2018,Sin estudios,Hombres,860738,214
2018,Sin estudios,Hombres,860739,136
2018,Sin estudios,Hombres,860740,199
2018,Sin estudios,Hombres,860741,46
2018,Sin estudios,Hombres,860742,26
2018,Sin estudios,Hombres,860743,3
2018,Sin estudios,Hombres,860744,87
2018,Sin estudios,Hombres,860745,10
2018,Sin estudios,Hombres,860746,45
2018,Sin estudios,Hombres,860747,508
2018,Sin estudios,Hombres,860748,786
2018,Sin estudios,Hombres,860749,209
2018,Sin estudios,Hombres,860750,177
2018,Sin estudios,Hombres,860751,1345
2018,Sin estudios,Hombres,860752,468
2018,Sin estudios,Hombres,860753,252
2018,Sin estudios,Hombres,860754,866
2018,Sin estudios,Hombres,860755,661
2018,Sin estudios,Hombres,860756,1273
2018,Sin estudios,Hombres,860757,375
2018,Sin estudios,Hombres,860758,216
2018,Sin estudios,Hombres,860759,1106
2018,Sin estudios,Hombres,860760,184
2018,Sin estudios,Hombres,860761,62
2018,Sin estudios,Hombres,860762,4
2018,Sin estudios,Hombres,860763,380
2018,Sin estudios,Hombres,860764,207
2018,Sin estudios,Hombres,860765,190
2018,Sin estudios,Hombres,860766,494
2018,Sin estudios,Hombres,860767,186
2018,Sin estudios,Hombres,860768,98
2018,Sin estudios,Hombres,860769,519
2018,Sin estudios,Hombres,860770,53
2018,Sin estudios,Hombres,860771,54
2018,Sin estudios,Hombres,860772,44
2018,Sin estudios,Hombres,860773,148
2018,Sin estudios,Hombres,860774,97
2018,Sin estudios,Hombres,860775,31
2018,Enseñanza primaria incompleta,Hombres,860645,604
2018,Enseñanza primaria incompleta,Hombres,860646,1920
2018,Enseñanza primaria incompleta,Hombres,860647,263
2018,Enseñanza primaria incompleta,Hombres,860648,313
2018,Enseñanza primaria incompleta,Hombres,860649,764
2018,Enseñanza primaria incompleta,Hombres,860650,196
2018,Enseñanza primaria incompleta,Hombres,860651,530
2018,Enseñanza primaria incompleta,Hombres,860652,911
2018,Enseñanza primaria incompleta,Hombres,860653,661
2018,Enseñanza primaria incompleta,Hombres,860654,253
2018,Enseñanza primaria incompleta,Hombres,860655,611
2018,Enseñanza primaria incompleta,Hombres,860656,777
2018,Enseñanza primaria incompleta,Hombres,860657,25
2018,Enseñanza primaria incompleta,Hombres,860658,673
2018,Enseñanza primaria incompleta,Hombres,860659,395
2018,Enseñanza primaria incompleta,Hombres,860660,294
2018,Enseñanza primaria incompleta,Hombres,860661,337
2018,Enseñanza primaria incompleta,Hombres,860662,57
2018,Enseñanza primaria incompleta,Hombres,860663,107
2018,Enseñanza primaria incompleta,Hombres,860664,115
2018,Enseñanza primaria incompleta,Hombres,860665,350
2018,Enseñanza primaria incompleta,Hombres,860666,386
2018,Enseñanza primaria incompleta,Hombres,860667,588
2018,Enseñanza primaria incompleta,Hombres,860668,243
